,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
12472,nm0012804,Edmond Agabra,1926,2012,14,"tt0050245,tt0051473,tt0050390,tt0054284"
12964,nm0013324,Martin Agronsky,1915,1999,1,"tt0067926,tt0045368,tt0082382,tt0207902"
16066,nm0016596,Sydell Albert,NULL,NULL,4,"tt8039362,tt11742986,tt11814552,tt6914742"
24125,nm0025095,Albert Ammons,1907,1949,20,"tt2073099,tt6106822,tt0268995,tt6334726"
28787,nm0030023,Geneviève Anhoury,NULL,NULL,7,"tt0804275,tt0350736,tt0231690"
33587,nm0035072,Jacky Arkin,NULL,NULL,1,"tt0121714,tt0133817"
35569,nm0037162,Henry Arras,NULL,NULL,1,"tt0165954,tt0416975"
47159,nm0049357,Hugues Balagny,NULL,NULL,6,"tt1252549,tt0296547,tt0241677,tt0204709"
50366,nm0052753,Reuven Bar-Yotam,1935,2021,1,"tt0148324,tt0960144,tt0121714,tt0081900"
59573,nm0062424,Fred Baur,NULL,NULL,1,tt0073006
60137,nm0063016,Georges Bayle,NULL,NULL,1,"tt0050390,tt0048109"
69889,nm0073214,Ryszard Ber,1933,2004,7,"tt0092807,tt0067295,tt0061213,tt0113522"
74292,nm0077846,Loredana Bertè,1950,NULL,2,"tt0066271,tt5726616"
75660,nm0079289,Paola Bettega,NULL,NULL,2,"tt26627353,tt0275425,tt0138246,tt0247866"
76807,nm0080496,Isabella Biagini,1940,2018,2,"tt0066271,tt0074137,tt0128121,tt0085516"
78851,nm0082652,Vera Mazzeo,NULL,NULL,3,"tt0166048,tt0250871,tt0091910,tt0882790"
79200,nm0083015,Thierry Binisti,NULL,NULL,7,"tt0241677,tt0443842,tt0312992,tt0268272"
86641,nm0090828,Lenore Bode,NULL,NULL,6,"tt0072273,tt0257099,tt0073006,tt0185654"
94707,nm0099309,Marcel Bouguereau,NULL,NULL,6,"tt0206186,tt0193091,tt0149655,tt0050390"
99717,nm0104606,Ingela Brander,1943,NULL,2,"tt0061910,tt0124784,tt0057721,tt10481768"
115836,nm0121675,Erika Burke Rossa,1971,NULL,2,"tt3395468,tt7491982,tt0293859,tt0057731"
116267,nm0122136,Ed Burley,NULL,NULL,4,"tt1961303,tt0229659"
124397,nm0130710,Danièle Caloz,NULL,NULL,4,"tt4548688,tt0116971,tt2088989,tt0324358"
129166,nm0135721,Aldo Capuano,NULL,NULL,8,"tt0066271,tt0058483,tt0058881,tt0183452"
130947,nm0137597,Billie Carlyle,1902,1991,2,"tt0148872,tt0168195,tt0343349,tt4185604"
131001,nm0137654,Una Mae Carlisle,1915,1956,2,"tt0367027,tt6334726,tt0136965,tt1457603"
132814,nm0139587,Alex Carr,NULL,NULL,1,tt0291928
133815,nm0140653,Paul Carrière,NULL,NULL,7,"tt8684752,tt0283444,tt0116971,tt5602622"
135396,nm0142339,Rita Caruso,NULL,NULL,2,"tt0046413,tt0046383,tt0198932"
135418,nm0142362,Marcus Carothers,NULL,NULL,1,"tt4587834,tt19077862,tt22014000,tt17320300"
135574,nm0142523,Mark Carvel,NULL,1990,1,"tt0139294,tt0073006,tt0074381"
142585,nm0149915,Hanna Chalfon,NULL,NULL,16,"tt0072060,tt0138077,tt0066381,tt0121714"
146294,nm0153828,Rory Chase,NULL,NULL,3,"tt0238967,tt0206771,tt0291928,tt0212921"
148330,nm0156017,Christopher Scott Cherot,1967,NULL,11,"tt0126938,tt0291928,tt0398688,tt0396976"
148454,nm0156148,Adriana Chervenkova,NULL,NULL,9,"tt0253483,tt0345042,tt0247942"
150571,nm0158406,Larry Chiu,NULL,NULL,1,"tt0262753,tt0071820,tt0165185"
154456,nm0162542,Giuseppe Cioffi,1901,1976,20,"tt0180237,tt0047169,tt0043066,tt0045715"
161705,nm0170235,Flávio Colatrello Jr.,NULL,NULL,1,"tt0798800,tt0138246,tt0202747,tt0210442"
167500,nm0176383,Ricardo Conti,NULL,NULL,1,"tt0407400,tt1470846,tt3668960,tt8151842"
178620,nm0188121,Maria Cristina Gatti,NULL,NULL,2,"tt0287207,tt8151842,tt0235715,tt0085216"
179893,nm0189464,William Forest Crouch,1904,1968,7,"tt0039759,tt0228252,tt6334726,tt0228746"
187964,nm0197980,Evelyn Dall,1918,2010,20,"tt0148872,tt0030319,tt0037380,tt0034943"
190247,nm0200415,Christine Dannic,NULL,NULL,2,"tt4163682,tt0146409,tt1849919"
192164,nm0202455,Charlotte Dautcourt,NULL,NULL,30,"tt3797766,tt0159571,tt5884844,tt0241677"
192864,nm0203205,Michaela Davidsen,1939,2018,2,"tt0124784,tt0056599,tt0124062"
196965,nm0207606,Vânia de Brito,NULL,NULL,2,"tt2464018,tt1515089,tt0209555,tt8151842"
197670,nm0208373,Pasquale De Filippo,NULL,NULL,1,"tt0048676,tt0047169,tt0048675,tt0057720"
201709,nm0212604,Vince Deadrick Jr.,1954,NULL,24,"tt0088011,tt0137363,tt0371746,tt6933124"
203086,nm0214082,Witold Dederko,1906,1988,1,"tt0095203,tt0064825,tt0062275,tt0067295"
215790,nm0227596,Maria Callas Dinescu,NULL,NULL,7,"tt0236631,tt0237440,tt0166161,tt0173704"
218402,nm0230372,Karl Dönch,1915,1994,1,"tt0806910,tt0226199,tt0163447,tt12293984"
221064,nm0233206,Mike Dooley,NULL,NULL,6,"tt0090094,tt0093042,tt0291928,tt0203536"
223427,nm0235720,Tim Dowdle,NULL,NULL,4,"tt4870588,tt0235048,tt4299310,tt4921208"
226639,nm0239098,Gabriela Duarte,1974,NULL,2,"tt0138254,tt0413451,tt1616014,tt8151842"
226832,nm0239298,Jay Dubin,NULL,NULL,7,"tt0089376,tt3091754,tt0106367,tt23988366"
229732,nm0242344,Martin Dunkerton,NULL,NULL,4,"tt4265218,tt4265234"
245538,nm0259097,Mitchell Erickson,NULL,NULL,3,tt0434227
248343,nm0262061,Ray Etheridge,1952,NULL,10,"tt10340006,tt6132834,tt2244735,tt1071791"
263929,nm0278510,Fiorenzo Fiorentini,1920,2003,1,"tt0159339,tt0046843,tt0066271,tt0143945"
266288,nm0280995,Michel Flamme,1927,2007,1,"tt0046255,tt0050390,tt0156494,tt0041414"
270261,nm0285174,Cameron Foord,NULL,NULL,2,"tt1849919,tt0115880,tt4163682"
278733,nm0294166,Oliver French,NULL,NULL,27,"tt0184457,tt0123581,tt0338554,tt0134276"
278847,nm0294285,Sever Frentiu,1943,NULL,27,"tt0166161,tt0071899,tt0166348"
279731,nm0295218,Gary William Friedman,NULL,NULL,12,"tt0073006,tt14883276,tt0082425,tt0081576"
279746,nm0295234,Ilona Friedman,NULL,NULL,30,"tt0291928,tt0217894,tt0274711"
281691,nm0297286,Yehuda Fuchs,1919,2010,1,"tt0121714,tt0133757,tt0133336,tt0151542"
283263,nm0298966,Raymond Furlotte,NULL,NULL,18,"tt0089789,tt0408814,tt0092486,tt0094337"
294002,nm0310367,Patrice Gautier,NULL,NULL,5,"tt7534378,tt0459272,tt0310511,tt0088716"
297728,nm0314318,Pnina Gary,1927,NULL,2,"tt0179756,tt0133835,tt0121714,tt0066782"
299431,nm0316126,Gian,1936,2010,1,"tt0089375,tt0064592,tt0066271,tt0158679"
299639,nm0316350,Grace Gianoukas,1963,NULL,2,"tt2362064,tt0156531,tt8151842,tt0210016"
300708,nm0317485,Adam Giffard,1934,2010,10,"tt3413546,tt0065780,tt0070694,tt0073006"
304480,nm0321485,Hanna Maria Giza-Tomann,1948,NULL,2,"tt0084971,tt0168935,tt0067295,tt0089433"
315261,nm0332985,Bruce Gowers,1940,2023,7,"tt1071219,tt0319931,tt3091754,tt0433378"
320557,nm0338633,Dan Greenburg,1936,NULL,5,"tt0073006,tt0086143,tt0063231,tt0099710"
325406,nm0343837,Etti Grotes,1942,NULL,2,"tt0071715,tt5524664,tt0152288,tt0121714"
329072,nm0347708,Peer Guldbrandsen,1912,1996,5,"tt0124126,tt0061837,tt0124784,tt0122672"
329874,nm0348577,Carl Gurevich,NULL,NULL,4,"tt0073006,tt0302232"
334870,nm0353871,Allan Hahn,NULL,NULL,1,tt0073006
335794,nm0354832,Helle Halding,NULL,NULL,2,"tt0124784,tt0056054,tt22169272,tt0058600"
336731,nm0355841,Lori Hall,NULL,NULL,2,"tt0092802,tt6933124,tt0451135,tt0105435"
340115,nm0359449,Wladyslaw Hancza,1905,1977,1,"tt0067054,tt4191172,tt0067574,tt0069875"
344220,nm0363794,Shraga Harpaz,1947,NULL,1,"tt0083604,tt2062929,tt0391788,tt0121714"
349598,nm0369493,Alan Hausegger,NULL,NULL,4,"tt4816920,tt0218426,tt22494266,tt4505994"
350061,nm0369987,Karl Hawk,NULL,NULL,10,"tt0204676,tt0096501,tt17940400,tt0095733"
352271,nm0372343,Kieran Healy,NULL,NULL,6,"tt0465142,tt0251966,tt3091754,tt0319931"
354492,nm0374661,Frede Heiselberg,1934,2003,1,"tt20101426,tt0124784,tt0122483"
356677,nm0376969,Helen Henessey,NULL,NULL,2,"tt0120072,tt1849919"
360139,nm0380634,Bill Herrin,NULL,NULL,1,tt0055503
371262,nm0392432,Gudron Holt,NULL,NULL,16,"tt0073006,tt0067771"
382625,nm0404464,Patrick Hutchinson,NULL,NULL,18,"tt0408814,tt0163175,tt0290274,tt0110027"
385793,nm0407811,Rosamund Illing,NULL,NULL,2,"tt1797445,tt0215673"
390789,nm0413083,Jack,NULL,NULL,1,"tt0186984,tt0035648"
394898,nm0417476,Fiona Janes,1964,NULL,2,"tt0215673,tt0491093,tt0221128"
403588,nm0426782,Michael Johnston,NULL,NULL,16,"tt0972534,tt3596174,tt6933124,tt11833388"
408054,nm0431559,Kathleen Joyce,NULL,NULL,2,"tt0073006,tt0069312"
414673,nm0438571,Marcel Kapps,NULL,NULL,12,"tt0197748,tt0160673,tt0171155,tt0197504"
414674,nm0438572,Walter Kapps,1907,1975,7,"tt0195389,tt0171155,tt0197504,tt0157951"
414953,nm0438876,Ireneusz Karamon,1941,2014,1,"tt0078099,tt0081298,tt0067295,tt0069532"
415478,nm0439431,Alfred Karl,NULL,NULL,1,"tt0073006,tt0247128,tt0098844"
424101,nm0448626,Yvonne Kenny,1950,NULL,2,"tt1082807,tt0215673,tt0159876,tt1703148"
424888,nm0449464,Janet Kern,NULL,NULL,25,"tt0070238,tt0075744,tt0073006,tt0072074"
425519,nm0450133,Michele Lee Kirwan,NULL,NULL,3,"tt0118842,tt0194624,tt2543472,tt0291928"
427238,nm0451967,Stefan Khristov,NULL,NULL,10,"tt0253483,tt0345042,tt0296612,tt0247942"
429872,nm0454738,George King,NULL,NULL,1,tt0073006
438599,nm0463931,Lynne Kolber,NULL,NULL,2,"tt0084052,tt0408814,tt0083201"
443740,nm0469372,Emilia Krakowska,1940,NULL,2,"tt0439389,tt0069875,tt4191172,tt0082223"
447316,nm0473171,Krystyna Królówna,1939,2022,2,"tt0441074,tt0069875,tt0169632,tt4191172"
452874,nm0479084,Franco La Torre,NULL,NULL,6,"tt0047169,tt0048675,tt0053161,tt0049742"
460806,nm0487520,Ted Lapidus,1929,2008,28,"tt0076091,tt0069243,tt0050390,tt0047892"
464723,nm0491701,Gino Lavagetto,1938,NULL,1,"tt0832476,tt0066271,tt0475479,tt0069523"
465107,nm0492123,Renata Laviola,NULL,NULL,2,"tt0138246,tt0162820,tt3455336"
465603,nm0492650,Brian Lawrance,1909,1983,1,"tt0009829,tt0029550,tt0148872,tt0027602"
469202,nm0496490,Peter Lederer,NULL,NULL,9,"tt0072877,tt0097371,tt0121714,tt0075043"
477851,nm0505755,Adam Levine,1975,NULL,26,"tt0155267,tt0291928,tt0171433,tt0227005"
480647,nm0508769,Euzebiusz Luberadzki,1911,1977,1,"tt0049622,tt0072021,tt0067295"
481042,nm0509186,Alan Lyddiard,NULL,NULL,7,"tt1499671,tt1395233,tt2605518,tt0398529"
481338,nm0509495,Darlene Liebman,NULL,NULL,3,"tt0291928,tt0299117,tt0162710,tt0171359"
481674,nm0509847,Avi Lifshitz,NULL,NULL,11,"tt0121714,tt0067101,tt0142710,tt0139385"
483028,nm0511279,Eva Linda,NULL,NULL,2,"tt2091328,tt2058572,tt0191099,tt0071820"
490892,nm0519678,Deborah Loomis,NULL,NULL,2,"tt0072542,tt0065832,tt0073006,tt0059978"
491096,nm0519897,Joaquim Lopes,NULL,NULL,1,"tt2887114,tt3823234,tt8151842,tt8238760"
494607,nm0523640,Cia Lozell,NULL,NULL,2,"tt0302232,tt0073006,tt0075451"
498287,nm0527551,Branden Lutz,NULL,NULL,6,"tt0073006,tt0080527"
498915,nm0528217,John Lynch Jr.,NULL,NULL,22,"tt0171359,tt0132347,tt0291928,tt0165798"
506214,nm0535978,Beniamino Maggio,1907,1990,1,"tt0045103,tt0047968,tt0047169,tt0045761"
506513,nm0536299,Albert Magnoli,NULL,NULL,7,"tt14144950,tt0087957,tt0115285,tt0108234"
517309,nm0547744,Bobby Marino,NULL,NULL,12,"tt0119784,tt2449766,tt3656312"
517687,nm0548151,Giorgio Mariuzzo,1939,2023,5,"tt0066271,tt0198878,tt0168687,tt0081081"
519371,nm0549966,Horacio Marquínez,NULL,NULL,10,"tt1262981,tt8403520,tt0339918,tt0291928"
520660,nm0551334,Vanessa Marsot,NULL,NULL,2,"tt6215336,tt0499604,tt0251051,tt0250975"
520899,nm0551592,Simone Martell,NULL,NULL,2,"tt0197504,tt0197748,tt0154807,tt0160783"
521570,nm0552307,G.D. Martin,NULL,NULL,7,tt0046383
523146,nm0554000,Biju Martins,1976,NULL,1,"tt1447660,tt0212897,tt0233050,tt8151842"
529935,nm0561205,Maurizio Arcieri,1942,2015,1,"tt0363879,tt2056771,tt3290134,tt0066271"
530375,nm0561676,Chenoa Maxwell,1969,NULL,2,"tt0126938,tt0211316,tt0269509,tt0291928"
533892,nm0565434,Robert McCarty,NULL,NULL,7,"tt0070204,tt0059199,tt0073006,tt0145045"
535206,nm0566840,Hugh McCracken,1942,2013,20,"tt0270899,tt0073006,tt0093433,tt0068644"
536481,nm0568213,Molly McDougal,NULL,NULL,2,"tt0120303,tt0229659"
540609,nm0572627,Patricia McLean,NULL,NULL,5,"tt0124784,tt2024503"
542995,nm0575186,Scott Means,NULL,NULL,9,"tt0235800,tt1849919,tt0122800,tt0137961"
544548,nm0576838,Malou Meilink,NULL,NULL,12,"tt0123308,tt0342004,tt0465689,tt14509080"
548100,nm0580611,Lu Ann Meredith,1913,1998,2,"tt0028297,tt0026019,tt0027329,tt0148872"
551738,nm0584492,Seth Michaels,NULL,NULL,1,"tt8416494,tt5953432,tt17624610,tt7991608"
556871,nm0589994,Frank Mills,NULL,NULL,14,"tt0148872,tt0017843,tt0019702,tt0021165"
560236,nm0593586,Mary Jenifer Mitchell,NULL,NULL,2,"tt7297994,tt0067820,tt0073006,tt5037536"
569930,nm0603916,Darío Moreno,1921,1968,1,"tt0046268,tt0061878,tt0085213,tt0050390"
576793,nm0611280,Eddi Muchtar,NULL,NULL,1,"tt0151588,tt0121714,tt0309220,tt0148846"
589056,nm0624356,Negativland,NULL,NULL,12,"tt0380587,tt0459180,tt0115463"
590944,nm0626391,Michele Nesci,NULL,NULL,5,tt0046383
591807,nm0627294,Andrew Nevard,NULL,NULL,6,"tt0092172,tt4505994,tt0089409,tt0093654"
592588,nm0628125,Jennifer Newman,NULL,NULL,21,"tt0291928,tt0247199,tt0158371,tt0293176"
595652,nm0631394,Józef Nieweglowski,1910,2002,1,"tt0067295,tt0441074,tt0044911"
596655,nm0632463,Avraham Ninio,NULL,NULL,1,"tt0151284,tt0151557,tt0121714"
597836,nm0633709,Adriana Nobre,NULL,NULL,2,"tt0138246,tt0289033"
603371,nm0639592,Jackie O'Brien,NULL,NULL,2,"tt6616648,tt0100405,tt11110938,tt14493372"
603823,nm0640093,J.C. Henning,1954,NULL,2,"tt0079833,tt6933124,tt9288724,tt10005360"
604274,nm0640585,Nicky O'Daniel,NULL,NULL,2,"tt0135177,tt6334726,tt0844682,tt0037821"
606398,nm0642893,Tree O'Toole,NULL,NULL,24,"tt6933124,tt5519340,tt3322940,tt2820852"
608192,nm0644779,Siya Ognyanova,NULL,NULL,4,"tt0247942,tt0345042,tt0253483"
608321,nm0644920,Henri Ohana,NULL,NULL,4,"tt0148324,tt0121714"
612627,nm0649500,Beryl Orde,1912,1966,2,"tt0025698,tt0148872,tt0420689,tt0165739"
621184,nm0658558,Joe Palmieri,NULL,1999,1,"tt0069599,tt0092401,tt0073006,tt0135644"
622868,nm0660354,Jorgo Papavassiliou,1968,NULL,7,"tt1909762,tt15180114,tt0077076,tt14624660"
630682,nm0668664,Mani Pe'er,1946,2014,1,"tt0151326,tt0067187,tt0121714,tt0152288"
632598,nm0670697,Haim Pekelis,NULL,NULL,1,"tt0068571,tt0081552,tt0071772,tt0073006"
639317,nm0677876,Aristodemo Petri,NULL,NULL,17,"tt0048675,tt0053253,tt0047169,tt0053702"
647444,nm0686517,George Planco,NULL,NULL,1,"tt0071042,tt0073006,tt0082220,tt0081558"
648212,nm0687323,Shelley Plimpton,1947,NULL,2,"tt0067141,tt0064002,tt0073006,tt0064855"
652278,nm0691646,Ronit Porat,NULL,NULL,2,"tt0148324,tt0121714,tt0151269,tt0074766"
652315,nm0691686,Eric Porcher,NULL,NULL,4,"tt11906086,tt7534378,tt9053344,tt2219674"
664890,nm0705130,Steve Rachman,NULL,NULL,1,"tt0828159,tt0279136"
665459,nm0705748,Ivan Radoev,1927,1994,5,"tt0312184,tt0345042,tt0305260,tt0171555"
670501,nm0711145,Tom Rashford,NULL,NULL,3,tt3091754
672052,nm0712793,Cyril Ray,1908,1991,13,"tt0021323,tt0027589,tt0148872,tt0028818"
681665,nm0723044,Ric,1935,NULL,1,"tt0066271,tt0064592,tt0158679,tt0329119"
683055,nm0724516,Douglas Richardson,NULL,NULL,1,tt0073006
683123,nm0724589,Jack Richardson,NULL,NULL,5,"tt0073006,tt0086759,tt0104466,tt0098844"
684957,nm0726545,François Rigaud,NULL,NULL,4,tt0050390
691619,nm0733695,Maurice Rocco,1915,1976,1,"tt0029737,tt0037816,tt6334726,tt0028544"
696418,nm0738837,Ludgierd Romanis,1926,1976,17,"tt0053150,tt0046466,tt0061415,tt4191172"
697516,nm0740025,Giacomo Rondinella,1923,2015,1,"tt0180237,tt0041303,tt0046511,tt0047169"
708405,nm0751656,Johnny Russo,NULL,NULL,1,"tt0275140,tt0206762,tt0462611,tt0291928"
708757,nm0752035,Fikri Rutkay,NULL,1974,5,"tt0046383,tt0311777,tt0307942,tt0314960"
714229,nm0757827,Pol Salcedo,NULL,NULL,1,"tt2132268,tt0071820,tt0064673"
714894,nm0758521,Alan Sallabank,NULL,NULL,9,"tt1024855,tt0385002,tt0412511,tt13869412"
717808,nm0761617,Kevin Sanders,NULL,NULL,1,"tt0344767,tt0106226,tt0073006"
719909,nm0763863,A. Santoni-Rugiu,NULL,NULL,5,tt0046383
720956,nm0764971,Joe Sardello,NULL,NULL,1,"tt0073006,tt0070598"
729842,nm0774407,Sarah Kate Jackson,NULL,NULL,2,"tt2337923,tt0291928,tt0901476,tt0331559"
734917,nm0779862,Tom Scott,NULL,NULL,4,"tt2057523,tt1426362,tt11462636,tt7847140"
742899,nm0788440,David Shapira,1934,NULL,35,"tt0079060,tt0121714,tt0076139,tt0145063"
750087,nm0796233,Hans Sibbel,1958,NULL,5,"tt14058494,tt0798783,tt5119332,tt5118870"
753329,nm0799658,Sam Simmonds,NULL,1967,11,"tt0148872,tt0019483,tt0022686,tt0043821"
755563,nm0802076,T.V. Singh Thakore,NULL,NULL,7,"tt1404618,tt1411912,tt1414495,tt0306080"
758931,nm0805604,Maria Slavinskaya,1906,NULL,7,"tt6641376,tt0203514,tt0175358,tt0196182"
764232,nm0811299,Mikki Snow,1963,NULL,2,"tt0295161,tt0149082,tt0185981,tt0137785"
770296,nm0817754,Cynthia Spence,NULL,NULL,3,"tt3091754,tt0120738"
772521,nm0820119,Dorothy Squires,1915,1998,20,"tt0049795,tt0200379,tt2183404,tt0055503"
778047,nm0826060,Alfred Steinhardt,1923,2012,7,"tt0121714,tt0142423,tt0076685,tt0139300"
786261,nm0834899,Jeanne Stromberg,NULL,NULL,4,"tt22326242,tt22494266,tt4505994,tt0078685"
788056,nm0836833,Francisco Suarez,NULL,NULL,17,"tt1540725,tt11552790,tt13834306,tt1143138"
793202,nm0842327,Sullivan Sweeten,1995,NULL,1,"tt5734938,tt0115167,tt0206511,tt0281865"
796754,nm0846142,Luciano Tacconi,NULL,NULL,1,"tt0070534,tt0066271,tt0062115,tt0093441"
796760,nm0846148,Jean Tachard,NULL,NULL,10,"tt0188037,tt0040504,tt0050390,tt0062642"
797283,nm0846714,Tai,NULL,NULL,2,"tt0260672,tt0396060,tt2946996,tt2947028"
803402,nm0853287,Troy Taylor,NULL,NULL,5,"tt1067777,tt0218625,tt17320304"
822312,nm0873458,Mario Trombetti,1910,1992,4,"tt0038707,tt0040222,tt0042196,tt0046383"
823397,nm0874600,Shlomo Zafrir,NULL,NULL,23,"tt0094669,tt0133349,tt0071715,tt0121714"
830368,nm0882097,Juan Francisco Urrusti,1954,NULL,7,"tt0291544,tt6021308,tt0221940,tt0134916"
846148,nm0899012,A. Vinkler,NULL,NULL,10,"tt0175358,tt0260189"
850540,nm0903745,Rand Vossler,NULL,NULL,8,"tt0110632,tt0094919,tt9387372,tt11668412"
858820,nm0912605,Tam Warner,NULL,NULL,3,"tt0092991,tt0104928,tt6933124,tt8979994"
866530,nm0920827,Danny Wendell,NULL,NULL,17,"tt2388808,tt0261945,tt3091754,tt0144173"
875878,nm0930855,Janice Williams,NULL,NULL,2,"tt0853181,tt0229659,tt0076522"
877531,nm0932636,David 'Weatherman' Wills,NULL,NULL,1,"tt7944972,tt0380587,tt0114500"
894560,nm0951075,Julio Yurnet,NULL,NULL,6,"tt0291928,tt0262396,tt0199748,tt11213544"
897332,nm0954027,Ewa Zdzieszynska,1924,1998,2,"tt0050603,tt0061399,tt0048126,tt0067295"
897482,nm0954189,Eric Zeehandelaar,NULL,NULL,9,"tt0181833,tt3091754,tt0086387,tt0053510"
898700,nm0955503,Sunny Zhao,NULL,NULL,10,"tt4299310,tt4870588,tt4921208"
902318,nm0959396,Carmen Álvarez,1934,NULL,2,"tt0053001,tt0073006,tt0080021"
915912,nm0993430,Marbry Steward,NULL,NULL,2,"tt0107692,tt0200280,tt0087543,tt6933124"
916831,nm0994459,Chao Yang,NULL,NULL,5,"tt0285494,tt5470448,tt0415948,tt7955712"
921360,nm0999582,Evan Barba,1976,NULL,3,"tt0287094,tt0287497,tt0291928,tt0271444"
928904,nm10008680,Nilce Tranjan,NULL,NULL,7,tt8760226
965178,nm10047030,Mike Sockabasin,NULL,NULL,1,"tt20859512,tt8840670"
984926,nm10068018,Angélique Hivert,NULL,NULL,2,"tt11634632,tt15541130,tt10606010,tt15540834"
990845,nm10074129,Danica Jensen,NULL,NULL,3,"tt12706768,tt13075042,tt1844624,tt8897990"
992252,nm10075616,Jonathan ten Broeke,NULL,NULL,6,"tt10912850,tt10913198,tt10230570,tt8901204"
1003169,nm10087208,Shaira Yasmin Berg,NULL,NULL,2,"tt9363938,tt13237392,tt12706768,tt8005176"
1010441,nm10094770,Hansley Fuegoo,NULL,NULL,1,"tt8941874,tt8124054"
1010447,nm10094776,Malik Abdul Rahman,NULL,NULL,12,tt8941874
1010448,nm10094777,Reggie Thomas Jr.,NULL,NULL,12,tt8941874
1010449,nm10094778,Ibrahim Bey,NULL,NULL,10,"tt8964202,tt8941874"
1010450,nm10094779,Cristal Jefferson,NULL,NULL,10,tt8941874
1020360,nm10105203,Xiaolong Woods,NULL,NULL,23,"tt8941916,tt8964202,tt11316580,tt8941874"
1030221,nm1011563,Qing-Sang Liang,NULL,NULL,1,tt0285494
1037347,nm10123735,Joe Pazos,NULL,NULL,9,"tt8598690,tt11976930,tt11552790"
1038680,nm10125135,James B. Thomasson,NULL,NULL,5,"tt15479558,tt13521858,tt9674604,tt11609250"
1049238,nm10136458,Pedro Henrique Müller,NULL,NULL,1,"tt5845710,tt15204826,tt8151842,tt13561292"
1058464,nm1014694,Gina Diez,NULL,NULL,2,"tt0118166,tt0340252,tt0441136,tt0291704"
1063781,nm1015263,Catlin Meininger,NULL,NULL,23,"tt0408526,tt0289705,tt0220595"
1066066,nm10155115,Nefeli Economou,NULL,NULL,2,"tt15180114,tt13195492,tt9056632"
1070625,nm10159873,Katerina Hill,NULL,NULL,2,"tt9064150,tt15180114"
1079998,nm1016997,Lauren Harris,NULL,NULL,4,"tt1891858,tt3091754,tt0176357,tt7690148"
1080249,nm10170245,Joseph Caro,NULL,NULL,12,"tt10120528,tt21286534,tt4360460"
1130683,nm10224187,Ian Pritchard,NULL,NULL,6,"tt9198016,tt10970608"
1165618,nm10261649,Isabel Figueroa,NULL,NULL,4,tt7445158
1165620,nm10261650,Ulises Padilla,NULL,NULL,3,tt7445158
1180443,nm10277778,Mohammed Haroon,NULL,NULL,1,tt5938812
1206074,nm10305273,Adam Torvinen,NULL,NULL,1,"tt0450434,tt9387372,tt1723063"
1206075,nm10305274,Niles Ezra Schwarz,NULL,NULL,1,"tt9387372,tt11668412,tt12392268"
1221739,nm10323040,Gabriel Mason,NULL,NULL,1,"tt13211578,tt12734444,tt9429760,tt13458632"
1279718,nm1038570,Jeff Denesyk,NULL,NULL,9,"tt0267721,tt2160337,tt0239195,tt1934804"
1311562,nm10419947,Geisha Forza,NULL,NULL,2,"tt11304240,tt9645854"
1326315,nm10435371,Kim Huyen,NULL,NULL,14,tt9679402
1326316,nm10435372,Chau Quach,NULL,NULL,4,tt9679402
1326317,nm10435373,Nguyen Lion,NULL,NULL,4,tt9679402
1326318,nm10435374,Minh Hy Thai,NULL,NULL,1,tt9679402
1326319,nm10435375,Thu Cuc,NULL,NULL,1,tt9679402
1326320,nm10435376,Tuan Khai,NULL,NULL,5,tt9679402
1326321,nm10435377,Duy Dinh,NULL,NULL,10,tt9679402
1326322,nm10435378,Loc Vinh Le,NULL,NULL,7,tt9679402
1331129,nm1044031,Debra Meltzer,NULL,NULL,4,"tt0291928,tt0772132"
1347282,nm10457228,Ivo Wejgaard,NULL,NULL,7,"tt0418485,tt9737252"
1427794,nm1054413,Barb Morrison,NULL,NULL,12,"tt2071758,tt0291928,tt2296697,tt3627488"
1446901,nm10564372,Taiyang Lin,NULL,NULL,2,"tt10048010,tt10096216,tt10120526"
1448162,nm10565835,Ramesh Debnath,NULL,NULL,4,"tt12381206,tt15195094,tt3617048,tt8982428"
1459639,nm1057808,Almarella,1921,2015,1,tt0047169
1462425,nm1058106,Luigi Cioffi,NULL,1967,5,"tt0047193,tt0047169,tt7848082,tt0116940"
1465016,nm10583760,Kevin Spencer Alcorn Jr.,NULL,NULL,1,tt6933124
1465630,nm1058440,LeGrande Green,NULL,NULL,4,"tt4265234,tt2355908,tt0090493,tt0088598"
1474700,nm10593990,Wo Min,NULL,NULL,1,"tt0071820,tt10126296"
1475878,nm1059524,Luigi Storiale,NULL,NULL,16,"tt0047169,tt0164017,tt0168690,tt0046456"
1485310,nm1060518,Luigi Pisano,NULL,NULL,1,"tt0181643,tt0047169,tt0045298"
1490155,nm1061025,Maria Grazia Nardi,NULL,NULL,16,"tt0066271,tt0063753,tt0081733,tt0068972"
1492260,nm1061239,Gianni Lupoli,NULL,NULL,20,tt0047169
1501962,nm10622656,Chun Myounghwan,NULL,NULL,4,"tt10189238,tt10238702,tt10236404"
1511713,nm1063292,Louis Gagné,NULL,NULL,12,"tt0237373,tt0238850,tt0238921,tt4846308"
1512208,nm10633429,Natalie Noblitt,NULL,NULL,2,tt6933124
1512210,nm10633430,Theresa Dieriex,NULL,NULL,4,"tt27525912,tt6933124,tt15185934,tt10328870"
1512211,nm10633431,Peggy Catrini,NULL,NULL,2,"tt13242088,tt13242046,tt6933124"
